ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YIL133C	10.06	1	nan	2105079096.088	2105079096.088	0.000	0	0	
YOL073C	0.1409	1	nan	651894951703392.125	651894951703392.125	0.000	0	0	
YDR386W	0.0152	1	nan	3083552487937846939670806528.000	3083552487937846939670806528.000	0.000	0	0	
YGL216W	0.04575	1	nan	38691141873063651327767469866614784.000	38691141873063651327767469866614784.000	0.000	0	0	
YPL273W	1.629	1	nan	386185966121108.125	386185966121108.125	0.000	0	0	
YMR045C	0.3044	1	nan	25552847227826776781683896994978858256739735563445686576809207701430075392.000	25552847227826776781683896994978858256739735563445686576809207701430075392.000	0.000	0	0	
YKR077W	0.08156	1	nan	33085389379536216.000	33085389379536216.000	0.000	0	0	
YIL134W	0.01592	1	nan	151960226164207.281	151960226164207.281	0.000	0	0	
YDR387C	0.02519	1	nan	956199149801100860719104.000	956199149801100860719104.000	0.000	0	0	
YGL219C	0.1377	1	nan	264208939291100545024.000	264208939291100545024.000	0.000	0	0	
YPL274W	0.4265	1	nan	7412884235918974958698496.000	7412884235918974958698496.000	0.000	0	0	
YMR046C	0.06487	1	nan	45503855312899252224.000	45503855312899252224.000	0.000	0	0	
YCL014W	0.007899	1	nan	267034512036110481502506792639233291339542329123886818662483031490560.000	267034512036110481502506792639233291339542329123886818662483031490560.000	0.000	0	0	
YOL075C	0.01515	1	nan	1028616993449602795455403016460623691550982344236072960.000	1028616993449602795455403016460623691550982344236072960.000	0.000	0	0	
YKR078W	0.02351	1	nan	44378116745885296858497024.000	44378116745885296858497024.000	0.000	0	0	
YIL135C	0.1238	1	nan	32075447705599012864.000	32075447705599012864.000	0.000	0	0	
YGL220W	1.282	1	nan	3422205.209	3422205.209	0.000	0	0	
YCL016C	0.1052	1	nan	151777255370717824.000	151777255370717824.000	0.000	0	0	
YDR388W	1.746	1	nan	878031256511110578176.000	878031256511110578176.000	0.000	0	0	
YPL277C	0.01184	1	nan	3493080242458640515072.000	3493080242458640515072.000	0.000	0	0	
YIL136W	0.08262	1	nan	314982314930811968.000	314982314930811968.000	0.000	0	0	
YMR047C	0.2377	1	nan	33254688206879743040369568711694168854007644160.000	33254688206879743040369568711694168854007644160.000	0.000	0	0	
YOL076W	0.05427	1	nan	13083604372865552204570270516641792.000	13083604372865552204570270516641792.000	0.000	0	0	
YGL221C	1.099	1	nan	13858317215127.137	13858317215127.137	0.000	0	0	
YKR079C	0.08513	1	nan	519401057758805673587913408343179264.000	519401057758805673587913408343179264.000	0.000	0	0	
YPL278C	0.05699	1	nan	473913.100	473913.100	0.000	0	0	
YCL017C	0.6981	1	nan	2078436536823526457344.000	2078436536823526457344.000	0.000	0	0	
YDR389W	0.05472	1	nan	34568143266597242040395759616.000	34568143266597242040395759616.000	0.000	0	0	
YIL137C	0.09016	1	nan	5895767921643554158534880618387819462656.000	5895767921643554158534880618387819462656.000	0.000	0	0	
YGL222C	0.02213	1	nan	626139890.730	626139890.730	0.000	0	0	
YKR080W	0.4179	1	nan	300580094254113.250	300580094254113.250	0.000	0	0	
YMR048W	0.02497	1	nan	452008569594271.812	452008569594271.812	0.000	0	0	
YOL077C	0.8867	1	nan	22333252726875.445	22333252726875.445	0.000	0	0	
YPL279C	0.04644	1	nan	44729992753703456.000	44729992753703456.000	0.000	0	0	
YIL138C	0.1746	1	nan	161993161.593	161993161.593	0.000	0	0	
YDR390C	0.1977	1	nan	2319008952347503008434618368.000	2319008952347503008434618368.000	0.000	0	0	
YCL018W	0.1473	1	nan	5157885738330730.000	5157885738330730.000	0.000	0	0	
YKR081C	1.784	1	nan	2907101495809341.000	2907101495809341.000	0.000	0	0	
YPL280W	0.01636	1	nan	129194836307.490	129194836307.490	0.000	0	0	
YGL223C	0.06925	1	nan	4963585453086087168.000	4963585453086087168.000	0.000	0	0	
YMR049C	0.6341	1	nan	9498583030142378576675576427315200.000	9498583030142378576675576427315200.000	0.000	0	0	
YIL139C	0.01103	1	nan	407243398554.585	407243398554.585	0.000	0	0	
YDR391C	0.2034	1	nan	96022128795.675	96022128795.675	0.000	0	0	
YOL078W	0.01542	1	nan	66366713190415148975526892945913078203699951566848.000	66366713190415148975526892945913078203699951566848.000	0.000	0	0	
YGL224C	0.1571	1	nan	11106537609092.994	11106537609092.994	0.000	0	0	
YIL140W	0.1373	1	nan	90004620097391483423038315452956672.000	90004620097391483423038315452956672.000	0.000	0	0	
YPL281C	0.03249	1	nan	10668876090326222848.000	10668876090326222848.000	0.000	0	0	
YKR082W	0.1306	1	nan	6611861666487574019094001037074779986878105911296.000	6611861666487574019094001037074779986878105911296.000	0.000	0	0	
YDR392W	0.1426	1	nan	2538414684501798.000	2538414684501798.000	0.000	0	0	
YCL019W	0.4504	1	nan	93024686256751641045396061005258001199224797224660995224333532273525653504.000	93024686256751641045396061005258001199224797224660995224333532273525653504.000	0.000	0	0	
YKR083C	0.1039	1	nan	13204592.543	13204592.543	0.000	0	0	
YGL225W	3.393	1	nan	581027547615546.375	581027547615546.375	0.000	0	0	
YOL080C	0.1693	1	nan	19480581909622.883	19480581909622.883	0.000	0	0	
YPL282C	0.06996	1	nan	102185763.654	102185763.654	0.000	0	0	
YMR050C	0.375	1	nan	23666444267985465006562468593671854888673573376097236630584846585006391296.000	23666444267985465006562468593671854888673573376097236630584846585006391296.000	0.000	0	0	
YGL226CA	0.986	1	nan	99893.956	99893.956	0.000	0	0	
YKR084C	0.263	1	nan	252792031408700650422272000.000	252792031408700650422272000.000	0.000	0	0	
YCL024W	0.01025	1	nan	106965782238932325591792075679709081739722752.000	106965782238932325591792075679709081739722752.000	0.000	0	0	
YIL142W	1.771	1	nan	32333435837648182706176.000	32333435837648182706176.000	0.000	0	0	
YDR393W	0.07672	1	nan	212154859663382118400.000	212154859663382118400.000	0.000	0	0	
YGL226W	0.1525	1	nan	5709864.306	5709864.306	0.000	0	0	
YKR085C	0.2782	1	nan	3664611132.558	3664611132.558	0.000	0	0	
YCL025C	0.3187	1	nan	251182141968605885107273728.000	251182141968605885107273728.000	0.000	0	0	
YDR394W	0.4357	1	nan	4902132948108709888.000	4902132948108709888.000	0.000	0	0	
YMR051C	0.8605	1	nan	43438920243243368448.000	43438920243243368448.000	0.000	0	0	
YPL283C	0.1526	1	nan	714598117303777295120898846048151762139155901449291119982908030783956912701440.000	714598117303777295120898846048151762139155901449291119982908030783956912701440.000	0.000	0	0	
YGL227W	0.009493	1	nan	34624160990307278567062249213118665195520.000	34624160990307278567062249213118665195520.000	0.000	0	0	
YIL143C	0.1607	1	nan	387906836815736973771856883759448064.000	387906836815736973771856883759448064.000	0.000	0	0	
YMR052W	0.04628	1	nan	13015172641.656	13015172641.656	0.000	0	0	
YCL026CA	0.06229	1	nan	1925634758.213	1925634758.213	0.000	0	0	
YDR395W	0.3546	1	nan	4687519628300308154523078521418994941952.000	4687519628300308154523078521418994941952.000	0.000	0	0	
YGL228W	0.6036	1	nan	8324819341840893194797056.000	8324819341840893194797056.000	0.000	0	0	
YKR086W	0.01673	1	nan	2068498272211774092629719861232053914597064704.000	2068498272211774092629719861232053914597064704.000	0.000	0	0	
YPR001W	0.01143	1	nan	2531060116888683544576.000	2531060116888683544576.000	0.000	0	0	
YIL144W	0.02334	1	nan	791911277065422941955957981184.000	791911277065422941955957981184.000	0.000	0	0	
YKR087C	0.1047	1	nan	5697074411520287.000	5697074411520287.000	0.000	0	0	
YOL081W	0.02275	1	nan	10842355277015910257850564988944821420313168751286390151238884151372673178963356286025161485290072747308342826059051856761454592.000	10842355277015910257850564988944821420313168751286390151238884151372673178963356286025161485290072747308342826059051856761454592.000	0.000	0	0	
YCL027W	0.05037	1	nan	39639860295404338806784.000	39639860295404338806784.000	0.000	0	0	
YDR397C	0.3885	1	nan	39761226.162	39761226.162	0.000	0	0	
YMR053C	0.02564	1	nan	3409391401361479284485438805578350592.000	3409391401361479284485438805578350592.000	0.000	0	0	
YGL229C	0.01836	1	nan	104278339365884358205223398189039616.000	104278339365884358205223398189039616.000	0.000	0	0	
YPR002W	0.01718	1	nan	38696256484996940824576.000	38696256484996940824576.000	0.000	0	0	
YIL145C	0.3273	1	nan	154907699137853.469	154907699137853.469	0.000	0	0	
YKR088C	0.1323	1	nan	1574348029184303.000	1574348029184303.000	0.000	0	0	
YGL230C	0.03692	1	nan	42651678.894	42651678.894	0.000	0	0	
YDR398W	0.7129	1	nan	3028414351760214962942771200.000	3028414351760214962942771200.000	0.000	0	0	
YOL082W	0.07442	1	nan	3436292451130569728.000	3436292451130569728.000	0.000	0	0	
YMR054W	0.3229	1	nan	30758185966895786970482368278062694400.000	30758185966895786970482368278062694400.000	0.000	0	0	
YCL028W	0.6141	1	nan	599462542273902720.000	599462542273902720.000	0.000	0	0	
YGL231C	0.987	1	nan	2130306647.178	2130306647.178	0.000	0	0	
YPR003C	0.01387	1	nan	191488795555169901647474649464832.000	191488795555169901647474649464832.000	0.000	0	0	
YDR399W	1.333	1	nan	23960760465.375	23960760465.375	0.000	0	0	
YIL146C	0.02318	1	nan	137538297001918523768832.000	137538297001918523768832.000	0.000	0	0	
YOL083W	0.1156	1	nan	2458514084358981120.000	2458514084358981120.000	0.000	0	0	
YGL232W	0.2025	1	nan	24987847420889.809	24987847420889.809	0.000	0	0	
YKR089C	0.1564	1	nan	627570522450604712252741832806741573632.000	627570522450604712252741832806741573632.000	0.000	0	0	
YMR055C	0.06727	1	nan	171516438465617.625	171516438465617.625	0.000	0	0	
YPR004C	0.4295	1	nan	2367727124266033.000	2367727124266033.000	0.000	0	0	
YCL029C	0.1246	1	nan	62535602382152212480.000	62535602382152212480.000	0.000	0	0	
YDR400W	0.1156	1	nan	2497278798328825.000	2497278798328825.000	0.000	0	0	
YPR005C	0.0259	1	nan	46614387157793.438	46614387157793.438	0.000	0	0	
YIL147C	0.06697	1	nan	965796967098252701328180737408330555027816603189248.000	965796967098252701328180737408330555027816603189248.000	0.000	0	0	
YGL233W	0.08442	1	nan	550317935201219258455776233057865957376.000	550317935201219258455776233057865957376.000	0.000	0	0	
YCL030C	0.8501	1	nan	1425887714120475463682946666332160.000	1425887714120475463682946666332160.000	0.000	0	0	
YOL084W	0.01917	1	nan	417626146854764588026156577351449983320064.000	417626146854764588026156577351449983320064.000	0.000	0	0	
YMR056C	0.01765	1	nan	104020624730822.594	104020624730822.594	0.000	0	0	
YKR090W	0.02762	1	nan	3640234876220565669382572736512.000	3640234876220565669382572736512.000	0.000	0	0	
YDR402C	0.02121	1	nan	3731624761751294181376.000	3731624761751294181376.000	0.000	0	0	
YIL148W	5.309	1	nan	4015238.883	4015238.883	0.000	0	0	
YCL031C	0.2964	1	nan	61766982589707.531	61766982589707.531	0.000	0	0	
YPR006C	0.05554	1	nan	8910542506482430141005824.000	8910542506482430141005824.000	0.000	0	0	
YOL086C	48.68	1	nan	496497002117989.812	496497002117989.812	0.000	0	0	
YKR091W	0.07587	1	nan	628920471608.591	628920471608.591	0.000	0	0	
YGL234W	0.7627	1	nan	1031341943587278873216011095506944.000	1031341943587278873216011095506944.000	0.000	0	0	
YDR403W	0.007399	1	nan	204019473547662844755968.000	204019473547662844755968.000	0.000	0	0	
YMR058W	1.106	1	nan	1400503930843303466965663744.000	1400503930843303466965663744.000	0.000	0	0	
YCL032W	0.08489	1	nan	7071182314926389.000	7071182314926389.000	0.000	0	0	
YPR007C	0.04981	1	nan	332597296906447481728422379520.000	332597296906447481728422379520.000	0.000	0	0	
YMR059W	0.3214	1	nan	8891862.735	8891862.735	0.000	0	0	
YOL087C	0.02055	1	nan	99684468922145238712276320690214181326985101312.000	99684468922145238712276320690214181326985101312.000	0.000	0	0	
YDR404C	0.4451	1	nan	291596973.938	291596973.938	0.000	0	0	
YCL033C	0.8578	1	nan	296806634.127	296806634.127	0.000	0	0	
YKR092C	0.3436	1	nan	520112591484202240.000	520112591484202240.000	0.000	0	0	
YGL235W	0.02976	1	nan	649823520.211	649823520.211	0.000	0	0	
YIL149C	0.05322	1	nan	27164233780303166093027456231958138677951214003243531656888451197829120.000	27164233780303166093027456231958138677951214003243531656888451197829120.000	0.000	0	0	
YMR060C	0.06997	1	nan	990684075638520.250	990684075638520.250	0.000	0	0	
YPR008W	0.07914	1	nan	1320079948438011382703847374848.000	1320079948438011382703847374848.000	0.000	0	0	
YOL088C	0.3739	1	nan	8123639150863.733	8123639150863.733	0.000	0	0	
YDR405W	0.06992	1	nan	3434626571539.215	3434626571539.215	0.000	0	0	
YCL034W	0.6275	1	nan	13625098046673768.000	13625098046673768.000	0.000	0	0	
YIL150C	0.03166	1	nan	11994783340446459052949504.000	11994783340446459052949504.000	0.000	0	0	
YKR093W	0.6673	1	nan	25093655056705388560777216.000	25093655056705388560777216.000	0.000	0	0	
YPR009W	0.05306	1	nan	3690226765663.643	3690226765663.643	0.000	0	0	
YGL236C	0.05204	1	nan	45581277518376744765448257536.000	45581277518376744765448257536.000	0.000	0	0	
YCL035C	1.929	1	nan	1119180.207	1119180.207	0.000	0	0	
YMR061W	0.1282	1	nan	268651080267707562943469060096.000	268651080267707562943469060096.000	0.000	0	0	
YKR094C	10.8	1	nan	3966956.362	3966956.362	0.000	0	0	
YOL089C	0.01388	1	nan	47913261736891483924361696610886540364611584.000	47913261736891483924361696610886540364611584.000	0.000	0	0	
YCL036W	0.3288	1	nan	7573155654545429711814656.000	7573155654545429711814656.000	0.000	0	0	
YMR062C	0.2338	1	nan	14763191196815904768.000	14763191196815904768.000	0.000	0	0	
YGL237C	0.1011	1	nan	4661048936676.710	4661048936676.710	0.000	0	0	
YIL151C	0.02153	1	nan	190182429436794196199373630349251861220186652672.000	190182429436794196199373630349251861220186652672.000	0.000	0	0	
YDR406W	0.02053	1	nan	805192653690988292340544678578597564255244693212900592271228928.000	805192653690988292340544678578597564255244693212900592271228928.000	0.000	0	0	
YPR010C	1.179	1	nan	33350267060862495673955952178321759057996417073152.000	33350267060862495673955952178321759057996417073152.000	0.000	0	0	
YCL037C	0.247	1	nan	9893938832638443520.000	9893938832638443520.000	0.000	0	0	
YKR095W	0.05559	1	nan	3308862443599933162531664823728466580331711895518001459722521522990550026813440.000	3308862443599933162531664823728466580331711895518001459722521522990550026813440.000	0.000	0	0	
YIL152W	0.3046	1	nan	252756839480.908	252756839480.908	0.000	0	0	
YMR063W	0.004394	1	nan	190629497173.171	190629497173.171	0.000	0	0	
YOL090W	0.1383	1	nan	26792454606380744239367512676933474189312.000	26792454606380744239367512676933474189312.000	0.000	0	0	
YPR011C	0.04702	1	nan	697543876756079.375	697543876756079.375	0.000	0	0	
YCL038C	0.1037	1	nan	70221368728368581705728.000	70221368728368581705728.000	0.000	0	0	
YGL238W	0.2077	1	nan	18519830669994998753138646855061090598912.000	18519830669994998753138646855061090598912.000	0.000	0	0	
YIL153W	0.03389	1	nan	613354017267210880.000	613354017267210880.000	0.000	0	0	
YDR407C	0.03317	1	nan	1098443787519248897552809571959334755006289296844914688.000	1098443787519248897552809571959334755006289296844914688.000	0.000	0	0	
YOL091W	0.007341	1	nan	297201682917741673205202944.000	297201682917741673205202944.000	0.000	0	0	
YMR064W	0.01862	1	nan	82304214735618461138944.000	82304214735618461138944.000	0.000	0	0	
YPR013C	0.02808	1	nan	409379898955867.688	409379898955867.688	0.000	0	0	
YGL240W	0.03181	1	nan	831302768426.626	831302768426.626	0.000	0	0	
YIL154C	0.6671	1	nan	5151496948476784.000	5151496948476784.000	0.000	0	0	
YCL039W	0.0429	1	nan	88001007186777109022843751890944.000	88001007186777109022843751890944.000	0.000	0	0	
YDR408C	0.4818	1	nan	16932155455.559	16932155455.559	0.000	0	0	
YKR096W	0.0742	1	nan	515199368265053369530029555271810454238854526271488.000	515199368265053369530029555271810454238854526271488.000	0.000	0	0	
YOL092W	1.633	1	nan	101786039873134.312	101786039873134.312	0.000	0	0	
YPR015C	0.03451	1	nan	606559696601.112	606559696601.112	0.000	0	0	
YMR065W	0.02958	1	nan	23137741745849639108608.000	23137741745849639108608.000	0.000	0	0	
YIL155C	0.06644	1	nan	3689392368207972613425725440.000	3689392368207972613425725440.000	0.000	0	0	
YCL040W	1.94	1	nan	4102873151385484918784.000	4102873151385484918784.000	0.000	0	0	
YPR016C	1.379	1	nan	163952072326.079	163952072326.079	0.000	0	0	
YGL241W	0.0718	1	nan	3477269922584392715206518879087688037695488.000	3477269922584392715206518879087688037695488.000	0.000	0	0	
YKR097W	0.01087	1	nan	176576319214347886788608.000	176576319214347886788608.000	0.000	0	0	
YOL093W	0.1561	1	nan	48361682437870.188	48361682437870.188	0.000	0	0	
YDR409W	0.02159	1	nan	747870741621723397763319743608298405888.000	747870741621723397763319743608298405888.000	0.000	0	0	
YGL242C	0.6283	1	nan	883075027.110	883075027.110	0.000	0	0	
YCL042W	0.7474	1	nan	3787191.091	3787191.091	0.000	0	0	
YMR066W	0.01765	1	nan	383473375728109710151177235028563197952.000	383473375728109710151177235028563197952.000	0.000	0	0	
YPR017C	0.06123	1	nan	28028487.193	28028487.193	0.000	0	0	
YOL094C	0.381	1	nan	370806611330085.750	370806611330085.750	0.000	0	0	
YKR098C	0.01134	1	nan	11158771271809184400716555354112.000	11158771271809184400716555354112.000	0.000	0	0	
YDR410C	0.2855	1	nan	214066197098.056	214066197098.056	0.000	0	0	
YIL156W	0.03377	1	nan	4120382841125658584000066081287072216277581824.000	4120382841125658584000066081287072216277581824.000	0.000	0	0	
YCL043C	4.215	1	nan	14924034727227485585408.000	14924034727227485585408.000	0.000	0	0	
YGL243W	0.06746	1	nan	1062656815905320960.000	1062656815905320960.000	0.000	0	0	
YPR018W	0.048	1	nan	354528483269228166878593024.000	354528483269228166878593024.000	0.000	0	0	
YMR067C	0.03449	1	nan	3981859754217586176.000	3981859754217586176.000	0.000	0	0	
YIL157C	0.6515	1	nan	3100615574.047	3100615574.047	0.000	0	0	
YDR411C	0.3492	1	nan	2979452756424295.000	2979452756424295.000	0.000	0	0	
YKR099W	0.05458	1	nan	80542232805770803093297759126552576.000	80542232805770803093297759126552576.000	0.000	0	0	
YOL095C	0.02479	1	nan	2598522372562008760282859438080.000	2598522372562008760282859438080.000	0.000	0	0	
YIL158W	0.9305	1	nan	9229705768.816	9229705768.816	0.000	0	0	
YMR068W	0.01122	1	nan	16225775444864980992.000	16225775444864980992.000	0.000	0	0	
YDR412W	0.2578	1	nan	196655879992.860	196655879992.860	0.000	0	0	
YCL044C	0.09026	1	nan	4343716063042317312.000	4343716063042317312.000	0.000	0	0	
YGL244W	0.2736	1	nan	2626212111190447605415936.000	2626212111190447605415936.000	0.000	0	0	
YOL096C	0.05871	1	nan	209340345167338.906	209340345167338.906	0.000	0	0	
YKR100C	0.1345	1	nan	17814586454777800.000	17814586454777800.000	0.000	0	0	
YPR019W	0.1177	1	nan	1397161700939904782378799267593676914688.000	1397161700939904782378799267593676914688.000	0.000	0	0	
YMR069W	0.01753	1	nan	24568310058100.008	24568310058100.008	0.000	0	0	
YDR414C	0.03602	1	nan	30290882400223208.000	30290882400223208.000	0.000	0	0	
YGL245W	2.949	1	nan	266878904071068674582252617728.000	266878904071068674582252617728.000	0.000	0	0	
YPR020W	0.3252	1	nan	1779440.138	1779440.138	0.000	0	0	
YIL159W	0.009541	1	nan	6539089748243351047780929000888546890078464974374492438528.000	6539089748243351047780929000888546890078464974374492438528.000	0.000	0	0	
YOL097C	2.119	1	nan	6818709045241786368.000	6818709045241786368.000	0.000	0	0	
YKR101W	0.01719	1	nan	514008948130222108296972599296.000	514008948130222108296972599296.000	0.000	0	0	
YCL045C	0.4129	1	nan	227557553197338868461338187792384.000	227557553197338868461338187792384.000	0.000	0	0	
YMR070W	0.04263	1	nan	7564859437400311463936.000	7564859437400311463936.000	0.000	0	0	
YDR415C	0.1653	1	nan	54967701510250112.000	54967701510250112.000	0.000	0	0	
YPR021C	0.04957	1	nan	363294049616960148777899965282489729024.000	363294049616960148777899965282489729024.000	0.000	0	0	
YIL160C	0.009572	1	nan	1700044472048941568.000	1700044472048941568.000	0.000	0	0	
YGL246C	0.07211	1	nan	257956668619765088.000	257956668619765088.000	0.000	0	0	
YCL047C	0.1419	1	nan	1665699769816.573	1665699769816.573	0.000	0	0	
YKR102W	0.01434	1	nan	1061874611694884819965105618067181701372206645248.000	1061874611694884819965105618067181701372206645248.000	0.000	0	0	
YOL098C	0.2067	1	nan	32276852228290413794201097496837168128065536.000	32276852228290413794201097496837168128065536.000	0.000	0	0	
YMR071C	0.6119	1	nan	213546593.582	213546593.582	0.000	0	0	
YDR416W	0.0467	1	nan	5868516618467895598983741488284827648.000	5868516618467895598983741488284827648.000	0.000	0	0	
YCL048W	0.01559	1	nan	188390997085575872512.000	188390997085575872512.000	0.000	0	0	
YMR072W	1.048	1	nan	1108682923.222	1108682923.222	0.000	0	0	
YGL247W	0.1517	1	nan	5599402525.085	5599402525.085	0.000	0	0	
YIL161W	0.121	1	nan	192074968831.762	192074968831.762	0.000	0	0	
YMR073C	0.4856	1	nan	7242912231.907	7242912231.907	0.000	0	0	
YKR103W	0.002787	1	nan	885792438436939183635922029287807959577526766927872.000	885792438436939183635922029287807959577526766927872.000	0.000	0	0	
YPR022C	0.02356	1	nan	2116599135828862762133659728478940621562707968000.000	2116599135828862762133659728478940621562707968000.000	0.000	0	0	
YDR418W	5.002	1	nan	80012133.631	80012133.631	0.000	0	0	
YGL248W	0.1509	1	nan	54229945363285424.000	54229945363285424.000	0.000	0	0	
YCL049C	0.1194	1	nan	212393930445711.938	212393930445711.938	0.000	0	0	
YMR074C	1.309	1	nan	29072889.417	29072889.417	0.000	0	0	
YOL100W	0.01478	1	nan	6187432078140529052517462629398128566640574464.000	6187432078140529052517462629398128566640574464.000	0.000	0	0	
YIL162W	0.1124	1	nan	66280831582714135052288.000	66280831582714135052288.000	0.000	0	0	
YKR104W	0.01245	1	nan	126687867283418.391	126687867283418.391	0.000	0	0	
YPR023C	0.3676	1	nan	962065779864922624.000	962065779864922624.000	0.000	0	0	
YIL164C	0.008752	1	nan	3577136486.088	3577136486.088	0.000	0	0	
YDR419W	0.02507	1	nan	2535683362535369215620153344.000	2535683362535369215620153344.000	0.000	0	0	
YGL249W	0.003762	1	nan	2875131304965252738376141897728.000	2875131304965252738376141897728.000	0.000	0	0	
YCL050C	1.777	1	nan	280529780627992.656	280529780627992.656	0.000	0	0	
YOL101C	0.08532	1	nan	248401355134287.875	248401355134287.875	0.000	0	0	
YMR075W	0.01543	1	nan	417818152151969923229118627840.000	417818152151969923229118627840.000	0.000	0	0	
YKR105C	0.03419	1	nan	7818432673663647997755392.000	7818432673663647997755392.000	0.000	0	0	
YIL165C	0.3985	1	nan	2415952.520	2415952.520	0.000	0	0	
YOL102C	0.2526	1	nan	101624301794.905	101624301794.905	0.000	0	0	
YPR024W	0.1181	1	nan	25795475865257397642921156542464.000	25795475865257397642921156542464.000	0.000	0	0	
YCL051W	0.01179	1	nan	36749165414842855747223552.000	36749165414842855747223552.000	0.000	0	0	
YGL250W	0.03937	1	nan	326825912486.935	326825912486.935	0.000	0	0	
YPR025C	0.04756	1	nan	555658136299692736.000	555658136299692736.000	0.000	0	0	
YOL103W	0.2197	1	nan	55476031013475250283216896.000	55476031013475250283216896.000	0.000	0	0	
YMR076C	0.08767	1	nan	339545383533365534876505347671611538299569193579708416.000	339545383533365534876505347671611538299569193579708416.000	0.000	0	0	
YIL166C	0.007243	1	nan	325386544137295211003904.000	325386544137295211003904.000	0.000	0	0	
YKR106W	0.04086	1	nan	329892709599404166037372928.000	329892709599404166037372928.000	0.000	0	0	
YCL052C	0.1129	1	nan	4091536736934489088.000	4091536736934489088.000	0.000	0	0	
YDR420W	0.03223	1	nan	407993409035097325254403337695376898589536222010802011751582927806678433792.000	407993409035097325254403337695376898589536222010802011751582927806678433792.000	0.000	0	0	
YMR077C	0.06597	1	nan	65551284597.333	65551284597.333	0.000	0	0	
YOL104C	0.01355	1	nan	11587348614252978.000	11587348614252978.000	0.000	0	0	
YLL001W	0.1032	1	nan	138187504698439380980581510676480.000	138187504698439380980581510676480.000	0.000	0	0	
YGL251C	0.01306	1	nan	163108439884123263904578365007141695420391460175872.000	163108439884123263904578365007141695420391460175872.000	0.000	0	0	
YCL054W	0.2927	1	nan	200482081646836712315142457641664512.000	200482081646836712315142457641664512.000	0.000	0	0	
YPR026W	0.01435	1	nan	727092537164785523019189805032842567370317926236160.000	727092537164785523019189805032842567370317926236160.000	0.000	0	0	
YIL169C	0.01609	1	nan	10571683402921314490632384206686025416704.000	10571683402921314490632384206686025416704.000	0.000	0	0	
YCL055W	0.03949	1	nan	1755898886157734.250	1755898886157734.250	0.000	0	0	
YMR078C	0.02507	1	nan	66815259282083789373570543517696.000	66815259282083789373570543517696.000	0.000	0	0	
YDR421W	0.01129	1	nan	52806959884341653015115376962837348876288.000	52806959884341653015115376962837348876288.000	0.000	0	0	
YPR027C	0.006508	1	nan	6993152966150.093	6993152966150.093	0.000	0	0	
YOL105C	0.02409	1	nan	672066180931190662365184.000	672066180931190662365184.000	0.000	0	0	
YLL002W	0.07989	1	nan	33040114319954554880.000	33040114319954554880.000	0.000	0	0	
YIL172C	0.004871	1	nan	20406205737046432618119168.000	20406205737046432618119168.000	0.000	0	0	
YCL056C	1.53	1	nan	31189572.233	31189572.233	0.000	0	0	
YGL252C	0.2882	1	nan	15479074532985562726400000.000	15479074532985562726400000.000	0.000	0	0	
YMR079W	1.011	1	nan	58921917751919.312	58921917751919.312	0.000	0	0	
YPR028W	2.589	1	nan	511394561.050	511394561.050	0.000	0	0	
YOL107W	0.03895	1	nan	2739334140551015.500	2739334140551015.500	0.000	0	0	
YLL003W	0.01953	1	nan	54097998527882476117474890654965527740416.000	54097998527882476117474890654965527740416.000	0.000	0	0	
YDR422C	0.02899	1	nan	97743654228795404475382767133130752.000	97743654228795404475382767133130752.000	0.000	0	0	
YGL253W	8.703	1	nan	223323396712884076544.000	223323396712884076544.000	0.000	0	0	
YCL057W	0.2238	1	nan	2508646761463898621560456478720.000	2508646761463898621560456478720.000	0.000	0	0	
YOL108C	0.3701	1	nan	70400618.038	70400618.038	0.000	0	0	
YPR029C	0.202	1	nan	183095905036295358257473676516524032.000	183095905036295358257473676516524032.000	0.000	0	0	
YIL173W	0.01019	1	nan	12423665365659731611459056112849106475564595870346262458270744576.000	12423665365659731611459056112849106475564595870346262458270744576.000	0.000	0	0	
YDR423C	0.1233	1	nan	2536854128607444480.000	2536854128607444480.000	0.000	0	0	
YMR080C	0.1534	1	nan	43248673680654563689308662954490224181248.000	43248673680654563689308662954490224181248.000	0.000	0	0	
YGL254W	0.02548	1	nan	80885310555242.875	80885310555242.875	0.000	0	0	
YOL109W	20.23	1	nan	1113852.024	1113852.024	0.000	0	0	
YLL004W	0.07543	1	nan	1028699531402823653008605184.000	1028699531402823653008605184.000	0.000	0	0	
YDR424C	1.115	1	nan	201598.379	201598.379	0.000	0	0	
YCL059C	0.3023	1	nan	263511173621094.969	263511173621094.969	0.000	0	0	
YMR081C	0.03363	1	nan	2999741230830730.500	2999741230830730.500	0.000	0	0	
YIL176C	0.2055	1	nan	1726581.026	1726581.026	0.000	0	0	
YOL110W	0.09798	1	nan	343281305758.327	343281305758.327	0.000	0	0	
YGL255W	0.4283	1	nan	23709760594792408.000	23709760594792408.000	0.000	0	0	
YLL005C	0.006414	1	nan	13971343549241484933865116889386057728.000	13971343549241484933865116889386057728.000	0.000	0	0	
YDR425W	0.01975	1	nan	966437650397805121267302400.000	966437650397805121267302400.000	0.000	0	0	
YPR030W	0.007188	1	nan	311160970032016268114540822670581306562686484480.000	311160970032016268114540822670581306562686484480.000	0.000	0	0	
YIR001C	0.07306	1	nan	770720629476.369	770720629476.369	0.000	0	0	
