ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YNL123W	0.3767	1	nan	287064270739674456748729109431495369424896.000	287064270739674456748729109431495369424896.000	0.000	0	0	
YBL054W	0.1985	1	nan	108373823814500125507584.000	108373823814500125507584.000	0.000	0	0	
YDR026C	0.01633	1	nan	7714631035721753418530816.000	7714631035721753418530816.000	0.000	0	0	
YER160C	0.5387	1	nan	25385764126736114434577487537936658401315971129804593933980158579521355776.000	25385764126736114434577487537936658401315971129804593933980158579521355776.000	0.000	0	0	
YJR093C	0.08286	1	nan	1148466025108553.750	1148466025108553.750	0.000	0	0	
YHL050C	0.03239	1	nan	1626777579081413674251753357312.000	1626777579081413674251753357312.000	0.000	0	0	
YLR305C	0.07317	1	nan	3459472608538889179407793465430300318575514753050340590278863276451476763836416.000	3459472608538889179407793465430300318575514753050340590278863276451476763836416.000	0.000	0	0	
YNL124W	0.2719	1	nan	6320569719850476240896.000	6320569719850476240896.000	0.000	0	0	
YOR303W	0.4647	1	nan	905752535959964416.000	905752535959964416.000	0.000	0	0	
YBL055C	0.3937	1	nan	4674326781208915968.000	4674326781208915968.000	0.000	0	0	
YJR094C	0.01165	1	nan	27868850272499184.000	27868850272499184.000	0.000	0	0	
YLR306W	0.07808	1	nan	2226049512.986	2226049512.986	0.000	0	0	
YHR001W	0.3467	1	nan	20395166421977235456.000	20395166421977235456.000	0.000	0	0	
YOR304CA	0.2483	1	nan	59681.956	59681.956	0.000	0	0	
YDR027C	0.0681	1	nan	108641283525759510701278066139574829056.000	108641283525759510701278066139574829056.000	0.000	0	0	
YHR001WA	0.5067	1	nan	58192.702	58192.702	0.000	0	0	
YBL056W	0.3008	1	nan	248550919775517540352.000	248550919775517540352.000	0.000	0	0	
YER161C	0.06006	1	nan	2441372268296710.000	2441372268296710.000	0.000	0	0	
YLR307W	0.03496	1	nan	81646105511755.047	81646105511755.047	0.000	0	0	
YJR094WA	15.76	1	nan	139507.421	139507.421	0.000	0	0	
YNL125C	0.07389	1	nan	34952871085936549004121735168.000	34952871085936549004121735168.000	0.000	0	0	
YHR002W	0.01884	1	nan	15934920923749142.000	15934920923749142.000	0.000	0	0	
YJR095W	0.02685	1	nan	218674152343831.750	218674152343831.750	0.000	0	0	
YLR308W	0.03012	1	nan	204871061775026.125	204871061775026.125	0.000	0	0	
YOR304W	0.05086	1	nan	157784298027651644655006027269790923296744669184.000	157784298027651644655006027269790923296744669184.000	0.000	0	0	
YDR028C	0.1474	1	nan	14903620916013190610966992821114004708524032.000	14903620916013190610966992821114004708524032.000	0.000	0	0	
YBL057C	0.3659	1	nan	17316642433.625	17316642433.625	0.000	0	0	
YHR003C	0.2286	1	nan	11091247927031468032.000	11091247927031468032.000	0.000	0	0	
YOR305W	0.1206	1	nan	344570151833.812	344570151833.812	0.000	0	0	
YNL126W	0.01404	1	nan	3032069250067508013509654407670661120.000	3032069250067508013509654407670661120.000	0.000	0	0	
YER162C	0.02052	1	nan	313706037778728662640529864916992.000	313706037778728662640529864916992.000	0.000	0	0	
YJR096W	0.1646	1	nan	8528991147098.288	8528991147098.288	0.000	0	0	
YHR004C	0.01217	1	nan	75485536590560755712.000	75485536590560755712.000	0.000	0	0	
YLR309C	0.2182	1	nan	940674389527915494165734987936022134784.000	940674389527915494165734987936022134784.000	0.000	0	0	
YER163C	0.2721	1	nan	145489354717.461	145489354717.461	0.000	0	0	
YDR030C	0.0321	1	nan	25991038977195636686848.000	25991038977195636686848.000	0.000	0	0	
YBL058W	1.221	1	nan	6687411982474146816.000	6687411982474146816.000	0.000	0	0	
YOR306C	0.1421	1	nan	21698351116376942313472.000	21698351116376942313472.000	0.000	0	0	
YJR097W	0.04013	1	nan	505919002.457	505919002.457	0.000	0	0	
YBL059W	0.05225	1	nan	3552512941.979	3552512941.979	0.000	0	0	
YDR031W	0.1811	1	nan	3709898.282	3709898.282	0.000	0	0	
YHR005C	0.7056	1	nan	595163371734184886272.000	595163371734184886272.000	0.000	0	0	
YNL127W	0.01839	1	nan	66394518938120954855558507090697034661888.000	66394518938120954855558507090697034661888.000	0.000	0	0	
YDR032C	2.869	1	nan	1838117461.425	1838117461.425	0.000	0	0	
YHR005CA	0.7231	1	nan	227324.653	227324.653	0.000	0	0	
YOR307C	0.07082	1	nan	85737433871574728704.000	85737433871574728704.000	0.000	0	0	
YBL060W	0.02252	1	nan	451870406639787992376611438592.000	451870406639787992376611438592.000	0.000	0	0	
YLR310C	0.08633	1	nan	3381649930022469729361429077862100352039344002371799937731841228800.000	3381649930022469729361429077862100352039344002371799937731841228800.000	0.000	0	0	
YJR098C	0.01141	1	nan	17929743395343554652737110016.000	17929743395343554652737110016.000	0.000	0	0	
YNL128W	0.0114	1	nan	22630482858691305472.000	22630482858691305472.000	0.000	0	0	
YDR033W	7.422	1	nan	109508961350826.703	109508961350826.703	0.000	0	0	
YHR006W	0.02632	1	nan	680019741024790148808704.000	680019741024790148808704.000	0.000	0	0	
YOR308C	0.02069	1	nan	65182699249868929968898048.000	65182699249868929968898048.000	0.000	0	0	
YBL061C	0.2492	1	nan	1157119454252521754018868887552.000	1157119454252521754018868887552.000	0.000	0	0	
YER164W	0.07936	1	nan	18362825181194196264215699030269127020119547478777793920106496.000	18362825181194196264215699030269127020119547478777793920106496.000	0.000	0	0	
YNL129W	0.2116	1	nan	273000123413.094	273000123413.094	0.000	0	0	
YLR312C	0.01505	1	nan	1051982134224457472.000	1051982134224457472.000	0.000	0	0	
YJR099W	0.1667	1	nan	207374458184.739	207374458184.739	0.000	0	0	
YER165W	1.368	1	nan	1821865404424836249288704.000	1821865404424836249288704.000	0.000	0	0	
YHR007C	5.589	1	nan	23560361178464396509184.000	23560361178464396509184.000	0.000	0	0	
YDR034C	0.02025	1	nan	10061016131438741304759147399479296.000	10061016131438741304759147399479296.000	0.000	0	0	
YLR312WA	0.04759	1	nan	157224048886.991	157224048886.991	0.000	0	0	
YOR310C	3.015	1	nan	4594918201116922478592.000	4594918201116922478592.000	0.000	0	0	
YHR008C	0.9132	1	nan	73583155143.447	73583155143.447	0.000	0	0	
YJR100C	0.1553	1	nan	966681633301578.750	966681633301578.750	0.000	0	0	
YNL130C	0.7674	1	nan	258875333095007936.000	258875333095007936.000	0.000	0	0	
YOR311C	0.3137	1	nan	18867655526290.727	18867655526290.727	0.000	0	0	
YBL063W	0.01836	1	nan	79046147573161557821164477174722416926535974912.000	79046147573161557821164477174722416926535974912.000	0.000	0	0	
YJR101W	0.2967	1	nan	3269161863014.337	3269161863014.337	0.000	0	0	
YER166W	0.05416	1	nan	91854444694160462171973867693321128678162379543129701514221715456.000	91854444694160462171973867693321128678162379543129701514221715456.000	0.000	0	0	
YDR035W	1.482	1	nan	15650962647938490.000	15650962647938490.000	0.000	0	0	
YLR313C	0.007697	1	nan	44172127340603247175674101760.000	44172127340603247175674101760.000	0.000	0	0	
YHR009C	0.1105	1	nan	40661954225607679148032.000	40661954225607679148032.000	0.000	0	0	
YOR312C	9.843	1	nan	268085525.759	268085525.759	0.000	0	0	
YNL131W	0.7269	1	nan	51199371.148	51199371.148	0.000	0	0	
YBL064C	0.4562	1	nan	1189599018078.006	1189599018078.006	0.000	0	0	
YJR102C	0.0428	1	nan	7513628545.079	7513628545.079	0.000	0	0	
YHR010W	21.54	1	nan	7749668.321	7749668.321	0.000	0	0	
YLR314C	0.1632	1	nan	47772386497202254512128.000	47772386497202254512128.000	0.000	0	0	
YDR036C	0.2092	1	nan	5061097819860516208640.000	5061097819860516208640.000	0.000	0	0	
YOR313C	0.005424	1	nan	2754060904765484.500	2754060904765484.500	0.000	0	0	
YER167W	0.05243	1	nan	2706241902449637259040592077913063424.000	2706241902449637259040592077913063424.000	0.000	0	0	
YLR315W	0.01026	1	nan	102347023.807	102347023.807	0.000	0	0	
YHR011W	0.03641	1	nan	79432964626871582720.000	79432964626871582720.000	0.000	0	0	
YNL132W	0.2746	1	nan	70314674691228313231029306360111175433191424.000	70314674691228313231029306360111175433191424.000	0.000	0	0	
YDR037W	2.637	1	nan	10981391093731169142833152.000	10981391093731169142833152.000	0.000	0	0	
YJR103W	0.1883	1	nan	1766458086291230334910464.000	1766458086291230334910464.000	0.000	0	0	
YER168C	0.1321	1	nan	792232072353190839844864.000	792232072353190839844864.000	0.000	0	0	
YBL066C	0.004556	1	nan	2748992464253589593734623549229090906077736730624.000	2748992464253589593734623549229090906077736730624.000	0.000	0	0	
YOR315W	0.06897	1	nan	7947523965170740.000	7947523965170740.000	0.000	0	0	
YLR316C	0.2262	1	nan	769419243743466.375	769419243743466.375	0.000	0	0	
YHR012W	0.276	1	nan	10832731179946.648	10832731179946.648	0.000	0	0	
YNL133C	0.05418	1	nan	574342249.616	574342249.616	0.000	0	0	
YJR104C	9.175	1	nan	34903535.375	34903535.375	0.000	0	0	
YHR013C	0.463	1	nan	198502366170.204	198502366170.204	0.000	0	0	
YDR038C	0.2192	1	nan	1041620196209649614823270258595691164392751104.000	1041620196209649614823270258595691164392751104.000	0.000	0	0	
YER169W	0.05023	1	nan	22187736515539525723359729237884928.000	22187736515539525723359729237884928.000	0.000	0	0	
YBL067C	0.03293	1	nan	136955648664208697305496448663552.000	136955648664208697305496448663552.000	0.000	0	0	
YNL134C	2.651	1	nan	27604477131414416.000	27604477131414416.000	0.000	0	0	
YOR316C	0.2618	1	nan	16756495244841609216.000	16756495244841609216.000	0.000	0	0	
YJR105W	4.591	1	nan	718185678852036.125	718185678852036.125	0.000	0	0	
YHR014W	0.02031	1	nan	55199566312708.531	55199566312708.531	0.000	0	0	
YLR318W	0.001796	1	nan	50396758207932291091598534170650869760.000	50396758207932291091598534170650869760.000	0.000	0	0	
YOR317W	0.5392	1	nan	200806581848958043054879539200.000	200806581848958043054879539200.000	0.000	0	0	
YNL135C	6.965	1	nan	995892.139	995892.139	0.000	0	0	
YER170W	0.05965	1	nan	70042503238.004	70042503238.004	0.000	0	0	
YBL068W	0.8548	1	nan	460823475913800.938	460823475913800.938	0.000	0	0	
YHR015W	0.014	1	nan	37453953845270108342746873856.000	37453953845270108342746873856.000	0.000	0	0	
YJR106W	0.006399	1	nan	10862609337274770142702306590720.000	10862609337274770142702306590720.000	0.000	0	0	
YDR039C	0.6769	1	nan	971821382221017945841303025961500067500130304.000	971821382221017945841303025961500067500130304.000	0.000	0	0	
YOR319W	0.08216	1	nan	21318114613.108	21318114613.108	0.000	0	0	
YNL136W	0.06303	1	nan	16373827884361115648.000	16373827884361115648.000	0.000	0	0	
YLR319C	0.03338	1	nan	5997627049081662625693225457811456.000	5997627049081662625693225457811456.000	0.000	0	0	
YHR016C	0.1182	1	nan	284008894819492003840.000	284008894819492003840.000	0.000	0	0	
YJR107W	0.1163	1	nan	914374873090071.875	914374873090071.875	0.000	0	0	
YBL069W	0.1316	1	nan	6731590928936426496.000	6731590928936426496.000	0.000	0	0	
YER171W	0.07347	1	nan	1842593623690693397840110974664704.000	1842593623690693397840110974664704.000	0.000	0	0	
YHR017W	0.1058	1	nan	222411499032248096.000	222411499032248096.000	0.000	0	0	
YOR320C	0.1584	1	nan	5059618255812781146112.000	5059618255812781146112.000	0.000	0	0	
YBL072C	45.62	1	nan	1950179368.123	1950179368.123	0.000	0	0	
YDR040C	0.009765	1	nan	900624194949852941028492734562713493187854336.000	900624194949852941028492734562713493187854336.000	0.000	0	0	
YJR108W	0.009843	1	nan	4216139.372	4216139.372	0.000	0	0	
YNL137C	0.2286	1	nan	3192428809977158172672.000	3192428809977158172672.000	0.000	0	0	
YHR018C	1.547	1	nan	116356971414512435200.000	116356971414512435200.000	0.000	0	0	
YLR320W	0.01278	1	nan	22423563859468593314247870654101188119889397975320946955780096.000	22423563859468593314247870654101188119889397975320946955780096.000	0.000	0	0	
YOR321W	0.1339	1	nan	97694517080338998341379991535616.000	97694517080338998341379991535616.000	0.000	0	0	
YBL074C	0.01929	1	nan	16034751319414018.000	16034751319414018.000	0.000	0	0	
YDR041W	0.3178	1	nan	8274298122.382	8274298122.382	0.000	0	0	
YJR109C	0.2238	1	nan	8657244547971428185507546087931183590707036160.000	8657244547971428185507546087931183590707036160.000	0.000	0	0	
YLR321C	0.1268	1	nan	8903211135960235008.000	8903211135960235008.000	0.000	0	0	
YHR019C	2.002	1	nan	227886251964256386809856.000	227886251964256386809856.000	0.000	0	0	
YNL138W	1.066	1	nan	40152514778709540995072.000	40152514778709540995072.000	0.000	0	0	
YDR042C	0.02962	1	nan	7614788278.431	7614788278.431	0.000	0	0	
YBL075C	0.01038	1	nan	3271987360853249847241736192.000	3271987360853249847241736192.000	0.000	0	0	
YOR322C	0.07786	1	nan	101105245703146142479513113180766208.000	101105245703146142479513113180766208.000	0.000	0	0	
YER172C	0.01501	1	nan	659320126496907532004893510954204277394955231670088831925978137747737780124815463119060992.000	659320126496907532004893510954204277394955231670088831925978137747737780124815463119060992.000	0.000	0	0	
YDR043C	0.02253	1	nan	188965438629.329	188965438629.329	0.000	0	0	
YHR020W	2.289	1	nan	46659997684608542000197664768.000	46659997684608542000197664768.000	0.000	0	0	
YLR323C	0.06344	1	nan	1865673775528.946	1865673775528.946	0.000	0	0	
YJR110W	0.01057	1	nan	542100921864557433733865537536.000	542100921864557433733865537536.000	0.000	0	0	
YOR323C	1.341	1	nan	35187392371136503808.000	35187392371136503808.000	0.000	0	0	
YNL139C	0.02951	1	nan	6227132526413065178911538452348082311336227980294984389494086565888.000	6227132526413065178911538452348082311336227980294984389494086565888.000	0.000	0	0	
YHR021C	25.55	1	nan	62331.727	62331.727	0.000	0	0	
YDR044W	0.3184	1	nan	330831129933394.125	330831129933394.125	0.000	0	0	
YER173W	0.01978	1	nan	59012885994468396593785602048.000	59012885994468396593785602048.000	0.000	0	0	
YLR324W	0.07547	1	nan	78293016178549632008192.000	78293016178549632008192.000	0.000	0	0	
YBL076C	1.223	1	nan	95662504110959092821604621216931510566780928.000	95662504110959092821604621216931510566780928.000	0.000	0	0	
YJR111C	0.1583	1	nan	14259097930112.303	14259097930112.303	0.000	0	0	
YHR021WA	0.01339	1	nan	63321267.767	63321267.767	0.000	0	0	
YLR325C	5.972	1	nan	44478.163	44478.163	0.000	0	0	
YOR324C	0.01579	1	nan	186327167996968972020875264.000	186327167996968972020875264.000	0.000	0	0	
YDR045C	0.5481	1	nan	1192168.785	1192168.785	0.000	0	0	
YER174C	0.3406	1	nan	354991374524.716	354991374524.716	0.000	0	0	
YNL141W	0.6176	1	nan	3143178794543891.500	3143178794543891.500	0.000	0	0	
YBL078C	0.1408	1	nan	2358198.089	2358198.089	0.000	0	0	
YJR112W	0.1761	1	nan	10488316849.163	10488316849.163	0.000	0	0	
YHR022C	0.01021	1	nan	913544202406.464	913544202406.464	0.000	0	0	
YER175C	0.03721	1	nan	65803826181074.250	65803826181074.250	0.000	0	0	
YLR326W	0.1309	1	nan	307843718121.971	307843718121.971	0.000	0	0	
YNL142W	0.1089	1	nan	1247572793842073600000.000	1247572793842073600000.000	0.000	0	0	
YJR113C	0.4848	1	nan	470413376019.369	470413376019.369	0.000	0	0	
YDR046C	0.3891	1	nan	56367228337898784758431744.000	56367228337898784758431744.000	0.000	0	0	
YOR326W	0.3971	1	nan	92671832585672869803693370176131423591494242984162640937311272960.000	92671832585672869803693370176131423591494242984162640937311272960.000	0.000	0	0	
YHR023W	0.01119	1	nan	241696188035608821730489078122688171410491798191165201254155376604720310842818560.000	241696188035608821730489078122688171410491798191165201254155376604720310842818560.000	0.000	0	0	
YER176W	0.0859	1	nan	149710481700355314414199447470011390953852502016.000	149710481700355314414199447470011390953852502016.000	0.000	0	0	
YJR115W	0.05621	1	nan	401667445.709	401667445.709	0.000	0	0	
YOR327C	1.04	1	nan	1568936.231	1568936.231	0.000	0	0	
YBL079W	0.0541	1	nan	184864492679249574179312668345737260449759170992347505955438592.000	184864492679249574179312668345737260449759170992347505955438592.000	0.000	0	0	
YDR047W	0.4311	1	nan	14411966197764546.000	14411966197764546.000	0.000	0	0	
YHR024C	0.3211	1	nan	1212713265239057235968.000	1212713265239057235968.000	0.000	0	0	
YNL144C	0.01646	1	nan	106717839531603935316097540030464.000	106717839531603935316097540030464.000	0.000	0	0	
YJR116W	0.1933	1	nan	7429847704337.297	7429847704337.297	0.000	0	0	
YNL145W	6.984	67	51127157869	1331.846	1214.225	117.620	0	0	
YDR049W	0.07842	1	nan	3049826079362715058337480704.000	3049826079362715058337480704.000	0.000	0	0	
YER177W	10.36	1	nan	1544774079682.600	1544774079682.600	0.000	0	0	
YLR327C	0.07973	118	53696370762	115647.062	88278.795	27368.267	0	0	
YHR025W	3.078	1	nan	4834462052628540.000	4834462052628540.000	0.000	0	0	
YBL080C	0.0104	1	nan	566537021492969923936256.000	566537021492969923936256.000	0.000	0	0	
YNL146W	0.02972	1	nan	594048.900	594048.900	0.000	0	0	
YOR328W	0.02238	1	nan	154519433435899617027309381054976857554279560026811084375605641216.000	154519433435899617027309381054976857554279560026811084375605641216.000	0.000	0	0	
YJR117W	1.025	1	nan	48410976343728013312.000	48410976343728013312.000	0.000	0	0	
YDR050C	64.7	1	nan	109832520122.643	109832520122.643	0.000	0	0	
YHR026W	2.887	1	nan	6154230799.559	6154230799.559	0.000	0	0	
YER178W	2.259	1	nan	1145608709078335872.000	1145608709078335872.000	0.000	0	0	
YLR328W	0.117	1	nan	571694805767975936.000	571694805767975936.000	0.000	0	0	
YNL147W	0.431	1	nan	764248.374	764248.374	0.000	0	0	
YBL081W	0.2555	1	nan	46509451651100680.000	46509451651100680.000	0.000	0	0	
YJR118C	0.1613	1	nan	7841668213.205	7841668213.205	0.000	0	0	
YLR329W	0.02489	1	nan	3314290048824.174	3314290048824.174	0.000	0	0	
YDR051C	0.3354	1	nan	1763179595775645.000	1763179595775645.000	0.000	0	0	
YER179W	0.02445	1	nan	1041455343938079.000	1041455343938079.000	0.000	0	0	
YNL148C	0.04424	1	nan	1233196741341.440	1233196741341.440	0.000	0	0	
YNL149C	0.8717	1	nan	7018511.940	7018511.940	0.000	0	0	
YJR119C	0.01017	1	nan	30908094031433244591242501685248.000	30908094031433244591242501685248.000	0.000	0	0	
YHR027C	1.248	1	nan	157804691837020094699189600712070631784448.000	157804691837020094699189600712070631784448.000	0.000	0	0	
YOR329C	0.06994	1	nan	38995874146903747277939999220531462144.000	38995874146903747277939999220531462144.000	0.000	0	0	
YER180C	0.01159	1	nan	4906542418160.438	4906542418160.438	0.000	0	0	
YLR330W	0.3876	1	nan	73565294643058238598621954048.000	73565294643058238598621954048.000	0.000	0	0	
YBL082C	0.1841	1	nan	196468471492473094144.000	196468471492473094144.000	0.000	0	0	
YNL151C	0.3749	1	nan	645596979093.355	645596979093.355	0.000	0	0	
YJR120W	0.0959	1	nan	3030229.202	3030229.202	0.000	0	0	
YER182W	0.1651	1	nan	331479237433.750	331479237433.750	0.000	0	0	
YDR052C	0.02202	1	nan	2974481819133489017245887627264.000	2974481819133489017245887627264.000	0.000	0	0	
YLR332W	0.1427	1	nan	46872581958629040.000	46872581958629040.000	0.000	0	0	
YNL152W	0.03112	1	nan	3388290905375796736.000	3388290905375796736.000	0.000	0	0	
YHR028C	0.3374	1	nan	86230146129535075040414258274762752.000	86230146129535075040414258274762752.000	0.000	0	0	
YJR121W	1.194	1	nan	2084446766201086935040.000	2084446766201086935040.000	0.000	0	0	
YOR330C	0.02102	1	nan	90319747504893154019698945077104766583804598180380672.000	90319747504893154019698945077104766583804598180380672.000	0.000	0	0	
YBL084C	0.05197	1	nan	521762068050331255437353847619584.000	521762068050331255437353847619584.000	0.000	0	0	
YER183C	0.242	1	nan	17625858167.938	17625858167.938	0.000	0	0	
YDR054C	0.1271	1	nan	51811780113244.547	51811780113244.547	0.000	0	0	
YNL153C	0.6243	1	nan	7833412.039	7833412.039	0.000	0	0	
YHR029C	0.2851	1	nan	26504747282664.410	26504747282664.410	0.000	0	0	
YLR333C	5.65	1	nan	608730.035	608730.035	0.000	0	0	
YOR332W	2.816	1	nan	86268736842.160	86268736842.160	0.000	0	0	
YJR122W	0.0501	1	nan	9269421345150525767680.000	9269421345150525767680.000	0.000	0	0	
YBL085W	0.1305	1	nan	427950761081423752760407402317418170679296.000	427950761081423752760407402317418170679296.000	0.000	0	0	
YDR055W	1.811	1	nan	7484185566068134912.000	7484185566068134912.000	0.000	0	0	
YNL154C	0.4053	1	nan	652806026828627226656768.000	652806026828627226656768.000	0.000	0	0	
YHR030C	0.2622	1	nan	2882181846698918674432.000	2882181846698918674432.000	0.000	0	0	
YJR123W	21.67	1	nan	18139478384.842	18139478384.842	0.000	0	0	
YLR335W	0.346	1	nan	7291044145357906994740974321664.000	7291044145357906994740974321664.000	0.000	0	0	
YER184C	0.008251	1	nan	9785915265305694063738572448464896.000	9785915265305694063738572448464896.000	0.000	0	0	
